timestamp,occupancy_actual,occupancy_predicted,outdoor_temperature_C,scheduled_room_temperature_C,predictive_room_temperature_C,scheduled_hvac_enable,predictive_hvac_enable,scheduled_hvac_power_kW,predictive_hvac_power_kW,predictive_future_temp_no_hvac_C,predictive_future_temp_with_command_C,predictive_cooling_command_kW_thermal,scheduled_energy_interval_kWh,predictive_energy_interval_kWh,scheduled_energy_cumulative_kWh,predictive_energy_cumulative_kWh,scheduled_comfort_ok,predictive_comfort_ok
2024-09-22 14:05:00,0.0,0.0013069131838296388,25.0,25.028936967998444,25.028936967998444,0,0,0.0,0.0,25.027226793189737,25.027226793189737,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:10:00,0.0,0.0013069131838296388,25.0,25.02806885895849,25.02806885895849,0,0,0.0,0.0,25.027226793189737,25.027226793189737,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:15:00,0.0,0.0013069131838296388,25.0,25.027226793189737,25.027226793189737,0,0,0.0,0.0,25.02267915651104,25.02267915651104,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:20:00,0.0,0.0013069131838296388,25.0,25.026409989394043,25.026409989394043,0,0,0.0,0.0,25.02267915651104,25.02267915651104,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:25:00,0.0,0.0013069131838296388,25.0,25.02561768971222,25.02561768971222,0,0,0.0,0.0,25.02267915651104,25.02267915651104,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:30:00,0.0,0.0013069131838296388,25.0,25.024849159020853,25.024849159020853,0,0,0.0,0.0,25.02267915651104,25.02267915651104,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:35:00,0.0,0.0013069131838296388,25.0,25.02410368425023,25.02410368425023,0,0,0.0,0.0,25.02267915651104,25.02267915651104,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:40:00,0.0,0.0013069131838296388,25.0,25.023380573722722,25.023380573722722,0,0,0.0,0.0,25.02267915651104,25.02267915651104,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:45:00,0.0,0.0013069131838296388,25.0,25.02267915651104,25.02267915651104,0,0,0.0,0.0,25.018891102469098,25.018891102469098,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:50:00,0.0,0.0013069131838296388,25.0,25.021998781815707,25.021998781815707,0,0,0.0,0.0,25.018891102469098,25.018891102469098,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 14:55:00,0.0,0.0013069131838296388,25.0,25.021338818361237,25.021338818361237,0,0,0.0,0.0,25.018891102469098,25.018891102469098,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:00:00,0.0,0.0006013753549815593,25.0,25.0206986538104,25.0206986538104,0,0,0.0,0.0,25.018891102469098,25.018891102469098,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:05:00,0.0,0.0006013753549815593,25.0,25.020077694196086,25.020077694196086,0,0,0.0,0.0,25.018891102469098,25.018891102469098,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:10:00,0.0,0.0006013753549815593,25.0,25.019475363370205,25.019475363370205,0,0,0.0,0.0,25.018891102469098,25.018891102469098,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:15:00,0.0,0.0006013753549815593,25.0,25.018891102469098,25.018891102469098,0,0,0.0,0.0,25.015735759499,25.015735759499,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:20:00,0.0,0.0006013753549815593,25.0,25.018324369395025,25.018324369395025,0,0,0.0,0.0,25.015735759499,25.015735759499,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:25:00,0.0,0.0006013753549815593,25.0,25.017774638313174,25.017774638313174,0,0,0.0,0.0,25.015735759499,25.015735759499,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:30:00,0.0,0.0006013753549815593,25.0,25.01724139916378,25.01724139916378,0,0,0.0,0.0,25.015735759499,25.015735759499,0.0,0.0,0.0,0.0,0.0,,
2024-09-22 15:35:00,0.0,0.0006013753549815593,25.0,25.016724157188865,25.016724157188865,0,0,0.0,0.0,25.015735759499,25.015735759499,0.0,0.0,0.0,0.0,0.0,,
