timestamp,occupancy_actual,occupancy_predicted,outdoor_temperature_C,scheduled_room_temperature_C,predictive_room_temperature_C,scheduled_hvac_enable,predictive_hvac_enable,scheduled_hvac_power_kW,predictive_hvac_power_kW,predictive_future_temp_no_hvac_C,predictive_future_temp_with_command_C,predictive_cooling_command_kW_thermal,scheduled_energy_interval_kWh,predictive_energy_interval_kWh,scheduled_energy_cumulative_kWh,predictive_energy_cumulative_kWh,scheduled_comfort_ok,predictive_comfort_ok
2024-09-26 05:35:00,0.0,0.002450900631620845,25.0,25.060480676818088,25.074499060874317,0,0,0.0,0.0,25.070096166376644,25.070096166376644,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 05:40:00,0.0,0.002450900631620845,25.0,25.058666256513547,25.072264089048087,0,0,0.0,0.0,25.070096166376644,25.070096166376644,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 05:45:00,0.0,0.002450900631620845,25.0,25.05690626881814,25.070096166376644,0,0,0.0,0.0,25.058388144244585,25.058388144244585,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 05:50:00,0.0,0.002450900631620845,25.0,25.055199080753596,25.067993281385345,0,0,0.0,0.0,25.058388144244585,25.058388144244585,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 05:55:00,0.0,0.002450900631620845,25.0,25.053543108330988,25.065953482943783,0,0,0.0,0.0,25.058388144244585,25.058388144244585,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:00:00,0.0,0.0027660873754761783,25.0,25.05193681508106,25.06397487845547,0,0,0.0,0.0,25.058388144244585,25.058388144244585,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:05:00,1.0,0.0027660873754761783,25.0,25.050378710628628,25.062055632101803,0,0,0.0,0.0,25.058388144244585,25.058388144244585,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 06:10:00,0.0,0.3380675875462981,25.0,25.07136734930977,25.082693963138748,0,0,0.0,0.0,25.058388144244585,25.058388144244585,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:15:00,0.0,0.3380675875462981,25.0,25.069226328830478,25.080213144244585,0,0,0.0,0.0,25.06681530358307,25.06681530358307,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:20:00,0.0,0.3380675875462981,25.0,25.067149538965563,25.077806749917247,0,0,0.0,0.0,25.06681530358307,25.06681530358307,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:25:00,0.0,0.0027660873754761783,25.0,25.065135052796595,25.07547254741973,0,0,0.0,0.0,25.06681530358307,25.06681530358307,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:30:00,0.0,0.0027660873754761783,25.0,25.063181001212698,25.073208370997136,0,0,0.0,0.0,25.06681530358307,25.06681530358307,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:35:00,0.0,0.0027660873754761783,25.0,25.061285571176317,25.071012119867223,0,0,0.0,0.0,25.06681530358307,25.06681530358307,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:40:00,0.0,0.0027660873754761783,25.0,25.059447004041026,25.068881756271207,0,0,0.0,0.0,25.06681530358307,25.06681530358307,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:45:00,0.0,0.0027660873754761783,25.0,25.057663593919795,25.06681530358307,0,0,0.0,0.0,25.05565527738553,25.05565527738553,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:50:00,0.0,0.0027660873754761783,25.0,25.0559336861022,25.064810844475577,0,0,0.0,0.0,25.05565527738553,25.05565527738553,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 06:55:00,0.0,0.0027660873754761783,25.0,25.054255675519133,25.06286651914131,0,0,0.0,0.0,25.05565527738553,25.05565527738553,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:00:00,0.0,0.0029004238418914308,25.0,25.05262800525356,25.06098052356707,0,0,0.0,0.0,25.05565527738553,25.05565527738553,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:05:00,0.0,0.0029004238418914308,25.0,25.051049165095954,25.05915110786006,0,0,0.0,0.0,25.05565527738553,25.05565527738553,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:10:00,0.0,0.0029004238418914308,25.0,25.049517690143077,25.057376574624257,0,0,0.0,0.0,25.05565527738553,25.05565527738553,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:15:00,0.0,0.0029004238418914308,25.0,25.048032159438783,25.05565527738553,0,0,0.0,0.0,25.046359287988704,25.046359287988704,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:20:00,0.0,0.0029004238418914308,25.0,25.04659119465562,25.053985619063962,0,0,0.0,0.0,25.046359287988704,25.046359287988704,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:25:00,0.0,0.0029004238418914308,25.0,25.04519345881595,25.052366050492044,0,0,0.0,0.0,25.046359287988704,25.046359287988704,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:30:00,0.0,0.0029004238418914308,25.0,25.043837655051473,25.050795068977283,0,0,0.0,0.0,25.046359287988704,25.046359287988704,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:35:00,0.0,0.0029004238418914308,25.0,25.042522525399928,25.049271216907965,0,0,0.0,0.0,25.046359287988704,25.046359287988704,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:40:00,0.0,0.0029004238418914308,25.0,25.04124684963793,25.047793080400726,0,0,0.0,0.0,25.046359287988704,25.046359287988704,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:45:00,0.0,0.0029004238418914308,25.0,25.04000944414879,25.046359287988704,0,0,0.0,0.0,25.038615989063036,25.038615989063036,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:50:00,0.0,0.0029004238418914308,25.0,25.038809160824325,25.044968509349044,0,0,0.0,0.0,25.038615989063036,25.038615989063036,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 07:55:00,0.0,0.0029004238418914308,25.0,25.037644885999594,25.043619454068573,0,0,0.0,0.0,25.038615989063036,25.038615989063036,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:00:00,0.0,0.0028826272920869367,25.0,25.036515539419607,25.042310870446517,1,0,0.0,0.0,25.038615989063036,25.038615989063036,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:05:00,0.0,0.0028826272920869367,25.0,25.03542007323702,25.041041544333122,1,0,0.0,0.0,25.038615989063036,25.038615989063036,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:10:00,0.0,0.0028826272920869367,25.0,25.03435747103991,25.03981029800313,1,0,0.0,0.0,25.038615989063036,25.038615989063036,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:15:00,0.0,0.0028826272920869367,25.0,25.033326746908713,25.038615989063036,1,0,0.0,0.0,25.032166037832155,25.032166037832155,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:20:00,0.0,0.0028826272920869367,25.0,25.032326944501452,25.037457509391146,1,0,0.0,0.0,25.032166037832155,25.032166037832155,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:25:00,0.0,0.0028826272920869367,25.0,25.03135713616641,25.036333784109413,1,0,0.0,0.0,25.032166037832155,25.032166037832155,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:30:00,0.0,0.0028826272920869367,25.0,25.030416422081416,25.03524377058613,1,0,0.0,0.0,25.032166037832155,25.032166037832155,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:35:00,0.0,0.0028826272920869367,25.0,25.029503929418972,25.034186457468547,1,0,0.0,0.0,25.032166037832155,25.032166037832155,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:40:00,0.0,0.0028826272920869367,25.0,25.028618811536404,25.03316086374449,1,0,0.0,0.0,25.032166037832155,25.032166037832155,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:45:00,0.0,0.0028826272920869367,25.0,25.02776024719031,25.032166037832155,1,0,0.0,0.0,25.02679340902367,25.02679340902367,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:50:00,0.0,0.0028826272920869367,25.0,25.026927439774603,25.031201056697192,1,0,0.0,0.0,25.02679340902367,25.02679340902367,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 08:55:00,0.0,0.0028826272920869367,25.0,25.026119616581365,25.030265024996275,1,0,0.0,0.0,25.02679340902367,25.02679340902367,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:00:00,0.0,0.0027719084747678813,25.0,25.025336028083924,25.029357074246388,1,0,0.0,0.0,25.02679340902367,25.02679340902367,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:05:00,0.0,0.0027719084747678813,25.0,25.024575947241406,25.028476362018996,1,0,0.0,0.0,25.02679340902367,25.02679340902367,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:10:00,0.0,0.0027719084747678813,25.0,25.023838668824162,25.027622071158426,1,0,0.0,0.0,25.02679340902367,25.02679340902367,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:15:00,0.0,0.0027719084747678813,25.0,25.023123508759436,25.02679340902367,1,0,0.0,0.0,25.022318159633336,25.022318159633336,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:20:00,1.0,0.0027719084747678813,25.0,25.022429803496653,25.02598960675296,1,0,0.0,0.0,25.022318159633336,25.022318159633336,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 09:25:00,0.0,0.34001212566219635,25.0,25.044256909391752,25.04770991855037,1,0,0.0,0.0,25.022318159633336,25.022318159633336,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:30:00,0.0,0.34001212566219635,25.0,25.04292920211,25.04627862099386,1,0,0.0,0.0,25.022318159633336,25.022318159633336,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:35:00,0.0,0.34001212566219635,25.0,25.041641326046697,25.044890262364046,1,0,0.0,0.0,25.022318159633336,25.022318159633336,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:40:00,0.0,0.0027719084747678813,25.0,25.040392086265296,25.043543554493123,1,0,0.0,0.0,25.022318159633336,25.022318159633336,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:45:00,0.0,0.0027719084747678813,25.0,25.039180323677336,25.042237247858328,1,0,0.0,0.0,25.035182445031236,25.035182445031236,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:50:00,0.0,0.0027719084747678813,25.0,25.038004913967015,25.04097013042258,1,0,0.0,0.0,25.035182445031236,25.035182445031236,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 09:55:00,0.0,0.0027719084747678813,25.0,25.036864766548003,25.0397410265099,1,0,0.0,0.0,25.035182445031236,25.035182445031236,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:00:00,0.0,0.002491455676648602,25.0,25.035758823551564,25.038548795714604,1,0,0.0,0.0,25.035182445031236,25.035182445031236,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:05:00,0.0,0.002491455676648602,25.0,25.03468605884502,25.037392331843165,1,0,0.0,0.0,25.035182445031236,25.035182445031236,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:10:00,0.0,0.002491455676648602,25.0,25.033645477079666,25.03627056188787,1,0,0.0,0.0,25.035182445031236,25.035182445031236,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:15:00,0.0,0.002491455676648602,25.0,25.032636112767275,25.035182445031236,1,0,0.0,0.0,25.02930599177597,25.02930599177597,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:20:00,0.0,0.002491455676648602,25.0,25.031657029384256,25.034126971680298,1,0,0.0,0.0,25.02930599177597,25.02930599177597,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:25:00,0.0,0.002491455676648602,25.0,25.030707318502728,25.033103162529887,1,0,0.0,0.0,25.02930599177597,25.02930599177597,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:30:00,0.0,0.002491455676648602,25.0,25.029786098947646,25.032110067653992,1,0,0.0,0.0,25.02930599177597,25.02930599177597,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:35:00,0.0,0.002491455676648602,25.0,25.028892515979216,25.03114676562437,1,0,0.0,0.0,25.02930599177597,25.02930599177597,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:40:00,0.0,0.002491455676648602,25.0,25.02802574049984,25.03021236265564,1,0,0.0,0.0,25.02930599177597,25.02930599177597,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:45:00,0.0,0.002491455676648602,25.0,25.027184968284843,25.02930599177597,1,0,0.0,0.0,25.024411070726064,25.024411070726064,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:50:00,0.0,0.002491455676648602,25.0,25.026369419236296,25.02842681202269,1,0,0.0,0.0,25.024411070726064,25.024411070726064,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 10:55:00,0.0,0.002491455676648602,25.0,25.02557833665921,25.02757400766201,1,0,0.0,0.0,25.024411070726064,25.024411070726064,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:00:00,0.0,0.0020543268134373682,25.0,25.024810986559434,25.02674678743215,1,0,0.0,0.0,25.024411070726064,25.024411070726064,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:05:00,0.0,0.0020543268134373682,25.0,25.02406665696265,25.025944383809186,1,0,0.0,0.0,25.024411070726064,25.024411070726064,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:10:00,0.0,0.0020543268134373682,25.0,25.02334465725377,25.02516605229491,1,0,0.0,0.0,25.024411070726064,25.024411070726064,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:15:00,0.0,0.0020543268134373682,25.0,25.022644317536155,25.024411070726064,1,0,0.0,0.0,25.020333738525153,25.020333738525153,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:20:00,0.0,0.0020543268134373682,25.0,25.02196498801007,25.023678738604282,1,0,0.0,0.0,25.020333738525153,25.020333738525153,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:25:00,0.0,0.0020543268134373682,25.0,25.021306038369765,25.022968376446155,1,0,0.0,0.0,25.020333738525153,25.020333738525153,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:30:00,0.0,0.0020543268134373682,25.0,25.02066685721867,25.02227932515277,1,0,0.0,0.0,25.020333738525153,25.020333738525153,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 11:35:00,1.0,0.0020543268134373682,25.0,25.020046851502112,25.021610945398187,1,0,0.0,0.0,25.020333738525153,25.020333738525153,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 11:40:00,1.0,0.33958168401518946,25.0,25.041945445957047,25.04346261703624,1,0,0.0,0.0,25.020333738525153,25.020333738525153,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 11:45:00,1.0,0.6731961337462156,25.0,25.063187082578334,25.064658738525154,1,0,0.0,0.0,25.17912991536873,25.17912991536873,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 11:50:00,1.0,1.0028976760092443,25.0,25.083791470100984,25.0852189763694,1,0,0.0,0.0,25.17912991536873,25.17912991536873,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 11:55:00,1.0,1.0028976760092443,25.0,25.103777725997954,25.105162407078318,1,0,0.0,0.0,25.17912991536873,25.17912991536873,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 12:00:00,1.0,1.0029721189181384,25.0,25.123164394218016,25.12450753486597,1,0,0.0,0.0,25.17912991536873,25.17912991536873,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 12:05:00,0.0,1.0029721189181384,25.0,25.141969462391476,25.14327230881999,1,0,0.0,0.0,25.17912991536873,25.17912991536873,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:10:00,0.0,0.6730531662174657,25.0,25.13771037851973,25.13897413955539,1,0,0.0,0.0,25.17912991536873,25.17912991536873,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:15:00,0.0,0.3392213060471693,25.0,25.13357906716414,25.13480491536873,1,0,0.0,0.0,25.112288720628978,25.112288720628978,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:20:00,0.0,0.0014765383989527314,25.0,25.129571695149213,25.130760767907667,1,0,0.0,0.0,25.112288720628978,25.112288720628978,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:25:00,0.0,0.0014765383989527314,25.0,25.125684544294735,25.126837944870438,1,0,0.0,0.0,25.112288720628978,25.112288720628978,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:30:00,0.0,0.0014765383989527314,25.0,25.12191400796589,25.123032806524325,1,0,0.0,0.0,25.112288720628978,25.112288720628978,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:35:00,0.0,0.0014765383989527314,25.0,25.118256587726915,25.119341822328597,1,0,0.0,0.0,25.112288720628978,25.112288720628978,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:40:00,0.0,0.0014765383989527314,25.0,25.11470889009511,25.11576156765874,1,0,0.0,0.0,25.112288720628978,25.112288720628978,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:45:00,0.0,0.0014765383989527314,25.0,25.111267623392255,25.112288720628978,1,0,0.0,0.0,25.09353336075323,25.09353336075323,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:50:00,0.0,0.0014765383989527314,25.0,25.107929594690486,25.10892005901011,1,0,0.0,0.0,25.09353336075323,25.09353336075323,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 12:55:00,0.0,0.0014765383989527314,25.0,25.10469170684977,25.105652457239806,1,0,0.0,0.0,25.09353336075323,25.09353336075323,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 13:00:00,0.0,0.0007796645650119394,25.0,25.101550955644278,25.10248288352261,1,0,0.0,0.0,25.09353336075323,25.09353336075323,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 13:05:00,0.0,0.0007796645650119394,25.0,25.098504426974948,25.099408397016933,1,0,0.0,0.0,25.09353336075323,25.09353336075323,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 13:10:00,0.0,0.0007796645650119394,25.0,25.0955492941657,25.096426145106424,1,0,0.0,0.0,25.09353336075323,25.09353336075323,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 13:15:00,0.0,0.0007796645650119394,25.0,25.09268281534073,25.09353336075323,1,0,0.0,0.0,25.07791067103436,25.07791067103436,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 13:20:00,1.0,0.0007796645650119394,25.0,25.08990233088051,25.090727359930632,1,0,0.0,0.0,25.07791067103436,25.07791067103436,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 13:25:00,0.0,0.3387723441633698,25.0,25.109705260954094,25.110505539132713,1,0,0.0,0.0,25.07791067103436,25.07791067103436,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 13:30:00,1.0,0.3387723441633698,25.0,25.10641410312547,25.107190372958733,1,0,0.0,0.0,25.07791067103436,25.07791067103436,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 13:35:00,1.0,0.672852116292221,25.0,25.125721680031706,25.126474661769972,1,0,0.0,0.0,25.07791067103436,25.07791067103436,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 13:40:00,1.0,0.672852116292221,25.0,25.144450029630754,25.145180421916873,1,0,0.0,0.0,25.07791067103436,25.07791067103436,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 13:45:00,1.0,1.0030189809579537,25.0,25.162616528741832,25.163325009259367,1,0,0.0,0.0,25.26131615672107,25.26131615672107,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 13:50:00,1.0,1.0030189809579537,25.0,25.18023803287958,25.180925258981585,1,0,0.0,0.0,25.26131615672107,25.26131615672107,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 13:55:00,1.0,1.0030189809579537,25.0,25.19733089189319,25.197997501212136,1,0,0.0,0.0,25.26131615672107,25.26131615672107,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 14:00:00,1.0,1.0030180090330243,25.0,25.213910965136396,25.21455757617577,1,0,0.0,0.0,25.26131615672107,25.26131615672107,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,True,True
2024-09-26 14:05:00,0.0,1.0030180090330243,25.0,25.229993636182304,25.2306208488905,1,0,0.0,0.0,25.26131615672107,25.26131615672107,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:10:00,0.0,0.6725896256968746,25.0,25.223093827096836,25.223702223423786,1,0,0.0,0.0,25.26131615672107,25.26131615672107,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:15:00,0.0,0.3382483348923028,25.0,25.21640101228393,25.216991156721072,1,0,0.0,0.0,25.180747558865818,25.180747558865818,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:20:00,0.0,0.0,25.0,25.209908981915415,25.21048142201944,1,0,0.0,0.0,25.180747558865818,25.180747558865818,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:25:00,0.0,0.0,25.0,25.203611712457953,25.20416697935886,1,0,0.0,0.0,25.180747558865818,25.180747558865818,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:30:00,0.0,0.0,25.0,25.197503361084213,25.198041969978092,1,0,0.0,0.0,25.180747558865818,25.180747558865818,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:35:00,0.0,0.0,25.0,25.191578260251685,25.19210071087875,1,0,0.0,0.0,25.180747558865818,25.180747558865818,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:40:00,0.0,0.0,25.0,25.185830912444136,25.18633768955239,1,0,0.0,0.0,25.180747558865818,25.180747558865818,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:45:00,0.0,0.0,25.0,25.18025598507081,25.180747558865818,1,0,0.0,0.0,25.15055765649448,25.15055765649448,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:50:00,0.0,0.0,25.0,25.174848305518687,25.175325132099843,1,0,0.0,0.0,25.15055765649448,25.15055765649448,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 14:55:00,0.0,0.0,25.0,25.169602856353126,25.170065378136847,1,0,0.0,0.0,25.15055765649448,25.15055765649448,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:00:00,0.0,0.0,25.0,25.16451477066253,25.16496341679274,1,0,0.0,0.0,25.15055765649448,25.15055765649448,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:05:00,0.0,0.0,25.0,25.159579327542655,25.16001451428896,1,0,0.0,0.0,25.15055765649448,25.15055765649448,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:10:00,0.0,0.0,25.0,25.154791947716376,25.15521407886029,1,0,0.0,0.0,25.15055765649448,25.15055765649448,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:15:00,0.0,0.0,25.0,25.150148189284884,25.15055765649448,1,0,0.0,0.0,25.12541031298762,25.12541031298762,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:20:00,0.0,0.0,25.0,25.14564374360634,25.146040926799646,1,0,0.0,0.0,25.12541031298762,25.12541031298762,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:25:00,0.0,0.0,25.0,25.14127443129815,25.141659698995657,1,0,0.0,0.0,25.12541031298762,25.12541031298762,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:30:00,0.0,0.0,25.0,25.137036198359205,25.137409908025788,1,0,0.0,0.0,25.12541031298762,25.12541031298762,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:35:00,0.0,0.0,25.0,25.13292511240843,25.133287610785015,1,0,0.0,0.0,25.12541031298762,25.12541031298762,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:40:00,0.0,0.0,25.0,25.128937359036176,25.129288982461464,1,0,0.0,0.0,25.12541031298762,25.12541031298762,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:45:00,0.0,0.0,25.0,25.12506923826509,25.12541031298762,1,0,0.0,0.0,25.10446327984807,25.10446327984807,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:50:00,0.0,0.0,25.0,25.121317161117137,25.12164800359799,1,0,0.0,0.0,25.10446327984807,25.10446327984807,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 15:55:00,0.0,0.0,25.0,25.117677646283624,25.11799856349005,1,0,0.0,0.0,25.10446327984807,25.10446327984807,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 16:00:00,0.0,0.0,25.0,25.114147316895117,25.114458606585348,1,0,0.0,0.0,25.10446327984807,25.10446327984807,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 16:05:00,0.0,0.0,25.0,25.110722897388264,25.11102484838779,1,0,0.0,0.0,25.10446327984807,25.10446327984807,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 16:10:00,0.0,0.0,25.0,25.107401210466616,25.107694102936154,1,0,0.0,0.0,25.10446327984807,25.10446327984807,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 16:15:00,0.0,0.0,25.0,25.104179174152616,25.10446327984807,1,0,0.0,0.0,25.08701498765651,25.08701498765651,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
2024-09-26 16:20:00,0.0,0.0,25.0,25.10105379892804,25.101329381452626,1,0,0.0,0.0,25.08701498765651,25.08701498765651,0.0,0.0,0.0,0.30195698695918277,0.16469106078147888,,
